customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,MonthlyCharges,Churn
CUST01343,Male,0,No,Yes,43,Yes,DSL,Month-to-month,52.26,Yes
CUST01344,Male,0,No,No,45,Yes,Fiber optic,Month-to-month,98.72,Yes
CUST01345,Male,0,No,Yes,57,Yes,Fiber optic,Month-to-month,71.6,Yes
CUST01346,Male,0,Yes,Yes,27,Yes,DSL,Two year,76.72,No
CUST01347,Male,1,Yes,No,13,Yes,Fiber optic,Two year,75.18,No
CUST01348,Male,0,Yes,Yes,8,Yes,No,Month-to-month,58.68,No
CUST01349,Female,0,No,Yes,25,Yes,DSL,Month-to-month,118.01,Yes
CUST01350,Male,0,Yes,No,1,Yes,DSL,Month-to-month,21.81,Yes
CUST01351,Female,0,No,Yes,33,Yes,DSL,Month-to-month,40.02,Yes
CUST01352,Female,0,Yes,No,18,No,Fiber optic,Month-to-month,47.03,Yes
CUST01353,Male,0,No,Yes,38,Yes,DSL,Month-to-month,107.89,Yes
CUST01354,Female,1,Yes,Yes,12,Yes,Fiber optic,Month-to-month,111.72,Yes
CUST01355,Female,0,Yes,No,4,Yes,Fiber optic,Two year,104.3,Yes
CUST01356,Female,0,Yes,No,49,Yes,Fiber optic,Month-to-month,60.53,No
CUST01357,Female,0,Yes,Yes,22,Yes,DSL,Two year,111.29,No
CUST01358,Male,0,No,No,28,Yes,Fiber optic,Month-to-month,28.05,Yes
CUST01359,Female,0,Yes,Yes,71,No,Fiber optic,Two year,84.55,Yes
CUST01360,Male,0,Yes,No,25,Yes,Fiber optic,Month-to-month,113.6,Yes
CUST01361,Female,0,Yes,Yes,56,Yes,No,Month-to-month,95.0,No
CUST01362,Female,0,No,Yes,0,Yes,Fiber optic,One year,46.34,No
CUST01363,Male,0,Yes,Yes,27,Yes,No,Two year,91.19,No
CUST01364,Female,0,Yes,Yes,61,Yes,DSL,Month-to-month,48.07,No
CUST01365,Female,0,Yes,Yes,46,Yes,Fiber optic,Month-to-month,29.38,Yes
CUST01366,Female,0,Yes,No,58,Yes,Fiber optic,One year,91.16,No
CUST01367,Male,0,Yes,No,30,Yes,No,Month-to-month,36.28,No
CUST01368,Female,0,No,Yes,69,Yes,DSL,One year,29.33,No
CUST01369,Male,0,No,Yes,48,Yes,DSL,Month-to-month,74.28,No
CUST01370,Female,0,No,No,4,Yes,Fiber optic,Month-to-month,81.3,Yes
CUST01371,Male,0,Yes,No,30,No,DSL,Month-to-month,23.21,No
CUST01372,Male,0,No,No,36,Yes,Fiber optic,Month-to-month,18.46,No
CUST01373,Female,0,Yes,No,14,Yes,No,Two year,107.97,No
CUST01374,Female,0,Yes,No,51,Yes,No,Month-to-month,29.76,No
CUST01375,Male,0,Yes,Yes,68,Yes,DSL,Month-to-month,77.56,No
CUST01376,Male,0,Yes,Yes,10,Yes,DSL,Month-to-month,115.26,Yes
CUST01377,Female,0,No,No,42,Yes,Fiber optic,Month-to-month,70.21,Yes
CUST01378,Male,1,No,No,69,Yes,Fiber optic,Month-to-month,32.26,No
CUST01379,Female,0,No,No,22,Yes,Fiber optic,Month-to-month,58.14,Yes
CUST01380,Female,0,Yes,No,39,Yes,Fiber optic,Two year,81.65,No
CUST01381,Female,0,No,No,62,Yes,Fiber optic,Two year,95.81,No
CUST01382,Female,0,No,No,1,Yes,DSL,Two year,79.91,No
CUST01383,Male,1,Yes,No,46,Yes,Fiber optic,Month-to-month,21.5,Yes
CUST01384,Female,0,No,No,29,Yes,DSL,One year,32.6,No
CUST01385,Male,1,Yes,No,15,Yes,DSL,Two year,55.92,No
CUST01386,Female,1,No,Yes,58,No,Fiber optic,Month-to-month,89.98,Yes
CUST01387,Male,1,No,No,46,Yes,Fiber optic,One year,77.6,No
CUST01388,Female,0,No,No,29,Yes,Fiber optic,One year,22.56,Yes
CUST01389,Male,0,Yes,Yes,8,Yes,DSL,One year,99.28,Yes
CUST01390,Male,0,No,Yes,64,Yes,DSL,One year,79.72,No
CUST01391,Female,0,No,Yes,58,Yes,DSL,One year,108.49,No
CUST01392,Female,0,No,No,63,Yes,Fiber optic,One year,60.6,No
CUST01393,Female,0,No,No,7,Yes,DSL,Two year,68.0,No
CUST01394,Female,0,Yes,No,51,Yes,Fiber optic,Month-to-month,59.37,Yes
CUST01395,Male,0,Yes,No,17,Yes,Fiber optic,One year,91.69,No
CUST01396,Female,0,No,Yes,57,Yes,Fiber optic,Month-to-month,94.72,Yes
CUST01397,Male,0,No,No,48,Yes,Fiber optic,Two year,91.77,No
CUST01398,Male,0,No,No,31,Yes,Fiber optic,Month-to-month,47.74,Yes
CUST01399,Female,0,Yes,Yes,47,Yes,Fiber optic,Month-to-month,82.88,Yes
CUST01400,Male,1,No,No,44,Yes,Fiber optic,Two year,52.53,Yes
CUST01401,Male,0,No,No,53,Yes,DSL,One year,103.09,Yes
CUST01402,Male,0,Yes,No,45,Yes,Fiber optic,Month-to-month,23.62,No
CUST01403,Male,1,Yes,No,30,Yes,Fiber optic,Month-to-month,21.85,Yes
CUST01404,Female,0,Yes,Yes,36,Yes,DSL,Two year,28.37,No
CUST01405,Female,1,No,Yes,15,Yes,Fiber optic,Month-to-month,38.64,Yes
CUST01406,Female,0,Yes,Yes,45,Yes,Fiber optic,Month-to-month,21.84,No
CUST01407,Female,0,Yes,Yes,45,Yes,DSL,One year,25.3,No
CUST01408,Male,0,No,No,60,Yes,Fiber optic,One year,49.22,No
CUST01409,Male,0,Yes,No,45,Yes,DSL,One year,28.18,No
CUST01410,Female,0,No,No,50,Yes,DSL,One year,99.81,No
CUST01411,Female,0,No,Yes,61,Yes,Fiber optic,Two year,23.49,Yes
CUST01412,Female,0,Yes,Yes,34,Yes,Fiber optic,Two year,110.61,No
CUST01413,Male,0,No,Yes,41,Yes,Fiber optic,One year,106.83,No
CUST01414,Female,1,Yes,No,44,Yes,DSL,Month-to-month,39.26,Yes
CUST01415,Female,1,Yes,No,67,Yes,Fiber optic,Month-to-month,25.3,Yes
CUST01416,Female,0,Yes,Yes,46,Yes,DSL,One year,28.76,No
CUST01417,Male,0,No,Yes,29,Yes,Fiber optic,Month-to-month,75.03,Yes
CUST01418,Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,79.29,No
CUST01419,Male,0,No,No,65,Yes,Fiber optic,Month-to-month,50.19,No
CUST01420,Male,0,No,No,42,Yes,DSL,Two year,48.28,No
CUST01421,Male,1,No,Yes,33,Yes,Fiber optic,Month-to-month,72.21,Yes
CUST01422,Male,0,Yes,Yes,22,Yes,Fiber optic,One year,49.17,No
CUST01423,Male,0,No,Yes,60,Yes,DSL,One year,113.3,No
CUST01424,Male,0,No,Yes,36,Yes,DSL,Month-to-month,57.03,Yes
CUST01425,Female,1,Yes,No,12,Yes,Fiber optic,Month-to-month,40.42,No
CUST01426,Female,0,Yes,No,70,No,Fiber optic,Month-to-month,32.89,No
CUST01427,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,82.43,Yes
CUST01428,Male,0,No,Yes,41,No,DSL,One year,51.32,No
CUST01429,Female,0,Yes,No,37,Yes,Fiber optic,One year,37.26,No
CUST01430,Male,0,No,No,51,Yes,DSL,Month-to-month,46.13,No
CUST01431,Male,1,No,No,43,Yes,Fiber optic,Month-to-month,49.4,Yes
CUST01432,Male,0,No,No,63,Yes,Fiber optic,One year,81.84,No
CUST01433,Female,0,No,No,12,Yes,Fiber optic,Month-to-month,35.82,No
CUST01434,Female,0,Yes,Yes,27,Yes,Fiber optic,Month-to-month,92.75,Yes
CUST01435,Female,0,No,No,0,No,Fiber optic,Month-to-month,49.1,Yes
CUST01436,Female,0,Yes,No,42,Yes,Fiber optic,One year,67.81,No
CUST01437,Female,0,No,Yes,41,Yes,DSL,Two year,84.79,No
CUST01438,Male,0,Yes,Yes,49,Yes,DSL,Two year,73.45,No
CUST01439,Female,0,No,No,59,Yes,DSL,Month-to-month,85.55,Yes
CUST01440,Male,0,Yes,No,0,Yes,Fiber optic,Month-to-month,50.9,Yes
CUST01441,Male,0,No,No,50,Yes,No,One year,116.27,Yes
CUST01442,Female,1,Yes,No,15,Yes,Fiber optic,Two year,64.82,No
CUST01443,Female,0,No,Yes,38,Yes,DSL,Month-to-month,50.84,Yes
CUST01444,Male,0,No,No,14,Yes,DSL,Month-to-month,48.23,No
CUST01445,Male,0,Yes,Yes,32,Yes,DSL,Month-to-month,22.35,No
CUST01446,Male,0,Yes,No,52,Yes,DSL,One year,87.85,No
CUST01447,Female,0,Yes,No,16,Yes,Fiber optic,Month-to-month,44.78,No
CUST01448,Female,0,Yes,No,5,No,DSL,Two year,115.81,No
CUST01449,Female,0,Yes,Yes,30,Yes,DSL,Month-to-month,39.47,No
CUST01450,Female,0,No,No,68,Yes,DSL,Month-to-month,72.01,No
CUST01451,Female,0,Yes,No,39,Yes,Fiber optic,Month-to-month,93.02,Yes
CUST01452,Male,0,Yes,Yes,29,Yes,Fiber optic,Month-to-month,106.75,Yes
CUST01453,Female,1,No,No,68,Yes,Fiber optic,One year,33.96,Yes
CUST01454,Male,0,Yes,Yes,6,No,DSL,One year,118.51,No
CUST01455,Male,0,Yes,No,12,Yes,Fiber optic,Month-to-month,110.49,Yes
CUST01456,Male,1,Yes,Yes,3,Yes,Fiber optic,Month-to-month,116.21,Yes
CUST01457,Female,1,No,Yes,49,Yes,DSL,One year,104.97,Yes
CUST01458,Female,0,Yes,Yes,2,Yes,DSL,Month-to-month,107.52,Yes
CUST01459,Female,0,No,No,11,Yes,DSL,Month-to-month,79.08,Yes
CUST01460,Male,0,No,Yes,64,Yes,Fiber optic,Month-to-month,104.22,Yes
CUST01461,Male,0,Yes,Yes,26,Yes,DSL,Month-to-month,72.47,No
CUST01462,Male,0,No,No,49,Yes,Fiber optic,Month-to-month,72.9,Yes
CUST01463,Male,0,Yes,Yes,16,Yes,DSL,Month-to-month,75.38,No
CUST01464,Male,0,Yes,No,71,Yes,Fiber optic,Month-to-month,119.62,Yes
CUST01465,Male,0,Yes,No,31,Yes,DSL,Two year,28.65,No
CUST01466,Female,0,Yes,Yes,50,Yes,Fiber optic,Month-to-month,100.17,Yes
CUST01467,Female,0,Yes,Yes,16,No,Fiber optic,Month-to-month,45.88,No
CUST01468,Female,0,No,No,33,Yes,No,One year,54.85,No
CUST01469,Female,0,No,Yes,34,Yes,DSL,Month-to-month,26.21,Yes
CUST01470,Male,0,No,Yes,23,Yes,DSL,Month-to-month,53.86,No
CUST01471,Male,1,No,Yes,53,Yes,Fiber optic,Month-to-month,119.06,Yes
CUST01472,Female,0,Yes,Yes,17,Yes,DSL,Two year,58.5,No
CUST01473,Male,0,Yes,No,49,Yes,Fiber optic,Month-to-month,86.31,Yes
CUST01474,Female,0,No,No,45,Yes,No,Two year,30.31,No
CUST01475,Female,0,Yes,Yes,47,Yes,Fiber optic,One year,112.09,Yes
CUST01476,Female,1,No,No,32,Yes,DSL,One year,102.43,No
CUST01477,Male,0,No,Yes,26,Yes,Fiber optic,One year,57.4,No
CUST01478,Female,0,No,Yes,0,Yes,No,Month-to-month,53.54,No
CUST01479,Female,0,No,Yes,58,Yes,Fiber optic,Month-to-month,62.09,Yes
CUST01480,Female,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,58.93,Yes
CUST01481,Male,0,Yes,No,24,Yes,No,Month-to-month,44.32,No
CUST01482,Male,0,No,Yes,56,No,No,Two year,119.07,No
CUST01483,Female,0,No,No,65,Yes,No,Month-to-month,100.68,No
CUST01484,Male,0,No,Yes,14,Yes,Fiber optic,Month-to-month,45.33,Yes
CUST01485,Male,0,No,No,27,Yes,Fiber optic,One year,118.14,Yes
CUST01486,Male,1,No,No,12,Yes,Fiber optic,Two year,19.58,Yes
CUST01487,Male,0,Yes,No,13,Yes,DSL,Two year,62.67,No
CUST01488,Male,0,No,No,65,Yes,Fiber optic,One year,76.09,Yes
CUST01489,Male,0,No,Yes,33,Yes,Fiber optic,Month-to-month,21.83,Yes
CUST01490,Male,1,Yes,No,24,Yes,Fiber optic,Month-to-month,34.43,Yes
CUST01491,Male,0,Yes,Yes,53,Yes,Fiber optic,Month-to-month,44.33,Yes
CUST01492,Male,0,Yes,No,11,Yes,DSL,Month-to-month,91.46,No
CUST01493,Male,0,Yes,No,8,Yes,Fiber optic,Month-to-month,113.85,Yes
CUST01494,Female,0,Yes,No,30,Yes,Fiber optic,Two year,81.7,Yes
CUST01495,Female,0,Yes,Yes,52,Yes,Fiber optic,Two year,75.39,No
CUST01496,Male,0,Yes,No,42,Yes,DSL,One year,72.75,No
CUST01497,Female,0,Yes,Yes,37,Yes,Fiber optic,One year,53.77,No
CUST01498,Female,0,Yes,Yes,41,Yes,Fiber optic,Month-to-month,102.43,Yes
CUST01499,Male,0,No,Yes,71,Yes,No,Month-to-month,73.16,Yes
CUST01500,Male,0,Yes,No,47,Yes,Fiber optic,Two year,41.47,No
CUST01501,Male,0,No,No,66,Yes,Fiber optic,Month-to-month,31.96,No
CUST01502,Female,0,No,No,65,Yes,No,One year,118.52,No
CUST01503,Female,0,No,No,15,Yes,Fiber optic,Month-to-month,19.78,Yes
CUST01504,Male,0,No,No,15,Yes,DSL,Two year,113.21,Yes
CUST01505,Male,0,No,No,30,Yes,DSL,One year,40.27,No
CUST01506,Male,0,No,No,57,Yes,Fiber optic,One year,85.07,Yes
CUST01507,Female,0,No,Yes,27,Yes,DSL,Month-to-month,48.76,No
CUST01508,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,105.7,Yes
CUST01509,Female,0,Yes,Yes,9,Yes,Fiber optic,Month-to-month,73.43,No
CUST01510,Female,0,No,Yes,50,Yes,No,Month-to-month,32.39,Yes
CUST01511,Male,0,No,No,17,Yes,Fiber optic,Two year,45.52,Yes
CUST01512,Male,0,No,No,46,Yes,Fiber optic,Two year,50.67,No
CUST01513,Male,0,No,Yes,31,Yes,DSL,Month-to-month,108.36,No
CUST01514,Male,0,Yes,Yes,29,Yes,Fiber optic,Month-to-month,96.21,Yes
CUST01515,Female,0,No,No,35,Yes,DSL,Two year,102.62,No
CUST01516,Female,0,Yes,Yes,8,No,Fiber optic,Month-to-month,23.33,No
CUST01517,Male,1,Yes,Yes,35,No,Fiber optic,Month-to-month,77.04,Yes
CUST01518,Male,1,No,Yes,28,Yes,DSL,Month-to-month,119.92,Yes
CUST01519,Female,0,No,Yes,15,Yes,DSL,Month-to-month,98.09,Yes
CUST01520,Male,0,Yes,No,20,Yes,Fiber optic,Month-to-month,30.31,No
CUST01521,Female,0,No,No,63,Yes,Fiber optic,Month-to-month,87.24,Yes
CUST01522,Male,0,No,Yes,65,Yes,Fiber optic,One year,94.02,No
CUST01523,Male,0,Yes,Yes,58,Yes,No,One year,70.45,No
CUST01524,Male,0,Yes,Yes,27,Yes,Fiber optic,Month-to-month,26.03,Yes
CUST01525,Male,0,No,No,54,Yes,Fiber optic,Month-to-month,21.54,No
CUST01526,Male,0,No,No,30,Yes,DSL,Two year,113.66,No
CUST01527,Male,0,No,Yes,32,Yes,Fiber optic,One year,44.27,No
CUST01528,Male,0,Yes,Yes,59,Yes,Fiber optic,Month-to-month,56.65,Yes
CUST01529,Female,0,No,Yes,40,Yes,Fiber optic,Month-to-month,99.12,Yes
CUST01530,Female,0,Yes,No,45,Yes,Fiber optic,Month-to-month,88.3,Yes
CUST01531,Female,0,Yes,Yes,48,Yes,DSL,Month-to-month,116.79,Yes
CUST01532,Female,0,No,Yes,64,Yes,No,Two year,27.47,No
CUST01533,Female,0,Yes,Yes,41,Yes,Fiber optic,Month-to-month,90.11,Yes
CUST01534,Male,1,No,Yes,22,Yes,DSL,One year,26.39,Yes
CUST01535,Male,0,No,Yes,26,No,DSL,Month-to-month,18.02,Yes
CUST01536,Female,1,Yes,No,31,Yes,DSL,Two year,30.26,No
CUST01537,Male,1,No,No,2,No,Fiber optic,Month-to-month,80.91,Yes
CUST01538,Female,0,Yes,No,59,Yes,Fiber optic,Month-to-month,86.97,Yes
CUST01539,Female,0,Yes,Yes,16,Yes,Fiber optic,Month-to-month,62.71,No
CUST01540,Male,0,No,No,31,Yes,DSL,Month-to-month,22.7,No
CUST01541,Male,1,No,Yes,6,Yes,DSL,Month-to-month,82.67,Yes
CUST01542,Male,0,No,No,70,Yes,Fiber optic,Month-to-month,26.75,No
CUST01543,Female,0,No,No,68,Yes,DSL,Month-to-month,32.46,No
CUST01544,Male,0,Yes,Yes,57,Yes,Fiber optic,Month-to-month,70.28,Yes
CUST01545,Female,0,Yes,Yes,39,Yes,DSL,Month-to-month,52.72,No
CUST01546,Female,0,Yes,Yes,47,Yes,DSL,One year,65.4,No
CUST01547,Female,0,No,No,50,No,Fiber optic,Month-to-month,82.78,Yes
CUST01548,Male,0,Yes,Yes,56,Yes,Fiber optic,One year,34.32,Yes
CUST01549,Male,1,Yes,No,70,No,DSL,Two year,109.09,No
CUST01550,Female,0,No,No,36,Yes,Fiber optic,One year,75.07,Yes
CUST01551,Male,1,No,No,54,Yes,DSL,Month-to-month,20.25,No
CUST01552,Male,0,No,Yes,40,Yes,Fiber optic,Month-to-month,82.1,Yes
CUST01553,Male,0,Yes,Yes,19,Yes,No,Month-to-month,65.24,Yes
CUST01554,Female,0,No,Yes,32,No,DSL,Month-to-month,89.57,No
CUST01555,Female,0,Yes,No,39,Yes,DSL,Month-to-month,97.97,Yes
CUST01556,Male,0,Yes,No,33,Yes,DSL,Month-to-month,113.76,Yes
CUST01557,Female,0,Yes,Yes,61,No,Fiber optic,Month-to-month,119.83,No
CUST01558,Male,0,Yes,No,18,No,Fiber optic,Month-to-month,74.06,Yes
CUST01559,Male,1,Yes,No,42,Yes,DSL,Month-to-month,75.27,Yes
CUST01560,Male,1,No,No,68,Yes,DSL,Month-to-month,20.29,Yes
CUST01561,Male,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,106.25,Yes
CUST01562,Female,0,No,No,9,No,Fiber optic,Month-to-month,20.93,No
CUST01563,Female,0,Yes,No,12,Yes,Fiber optic,Month-to-month,82.53,Yes
CUST01564,Female,0,Yes,Yes,4,Yes,No,Two year,28.05,No
CUST01565,Male,1,No,Yes,57,Yes,DSL,One year,47.16,No
CUST01566,Male,0,Yes,Yes,58,Yes,Fiber optic,Month-to-month,32.31,Yes
CUST01567,Male,0,Yes,Yes,58,No,No,Two year,32.01,No
CUST01568,Female,1,No,Yes,14,Yes,DSL,Month-to-month,25.61,No
CUST01569,Male,0,No,Yes,0,Yes,Fiber optic,Month-to-month,50.42,Yes
CUST01570,Female,1,Yes,No,37,Yes,Fiber optic,Month-to-month,61.21,Yes
CUST01571,Female,0,Yes,No,52,Yes,Fiber optic,Two year,65.38,No
CUST01572,Female,0,Yes,No,51,Yes,DSL,Month-to-month,62.85,No
CUST01573,Female,0,No,No,0,No,Fiber optic,Month-to-month,71.42,Yes
CUST01574,Female,0,Yes,Yes,10,Yes,No,Month-to-month,105.7,Yes
CUST01575,Female,0,No,No,57,Yes,Fiber optic,Two year,82.44,Yes
CUST01576,Male,0,No,Yes,39,Yes,No,Month-to-month,19.76,No
CUST01577,Male,0,Yes,Yes,59,Yes,Fiber optic,Month-to-month,35.64,Yes
CUST01578,Female,0,No,No,43,Yes,No,Month-to-month,53.59,No
CUST01579,Female,0,Yes,No,5,Yes,DSL,Two year,114.8,No
CUST01580,Male,0,Yes,Yes,27,Yes,Fiber optic,Month-to-month,25.96,Yes
CUST01581,Female,0,No,Yes,30,Yes,Fiber optic,One year,90.43,Yes
CUST01582,Female,0,No,Yes,7,No,Fiber optic,Month-to-month,21.38,Yes
CUST01583,Male,0,No,Yes,4,Yes,DSL,Month-to-month,54.98,No
CUST01584,Female,0,No,No,53,Yes,Fiber optic,Month-to-month,96.56,Yes
CUST01585,Female,0,No,Yes,16,Yes,DSL,Month-to-month,53.08,Yes
CUST01586,Female,0,No,No,37,Yes,DSL,Two year,61.89,No
CUST01587,Male,0,Yes,Yes,8,Yes,DSL,One year,110.34,No
CUST01588,Male,0,Yes,Yes,13,Yes,No,Two year,24.75,No
CUST01589,Male,1,Yes,Yes,25,Yes,DSL,One year,71.82,No
CUST01590,Female,0,No,No,61,No,Fiber optic,Month-to-month,55.36,Yes
CUST01591,Female,0,No,Yes,24,Yes,DSL,One year,116.31,No
CUST01592,Male,0,No,No,35,Yes,Fiber optic,One year,98.96,No
CUST01593,Female,0,Yes,No,32,Yes,Fiber optic,Month-to-month,30.45,Yes
CUST01594,Female,1,Yes,No,2,Yes,Fiber optic,Month-to-month,112.6,Yes
CUST01595,Female,0,No,Yes,10,Yes,Fiber optic,Month-to-month,39.54,No
CUST01596,Female,0,No,No,57,Yes,Fiber optic,Month-to-month,26.65,No
CUST01597,Female,0,No,No,63,Yes,Fiber optic,Month-to-month,73.24,Yes
CUST01598,Male,0,No,Yes,17,No,Fiber optic,Two year,93.14,Yes
CUST01599,Female,0,Yes,Yes,46,Yes,Fiber optic,Two year,91.04,No
CUST01600,Male,0,Yes,No,43,Yes,Fiber optic,Month-to-month,72.47,Yes
CUST01601,Female,0,Yes,No,58,Yes,DSL,Month-to-month,68.26,Yes
CUST01602,Male,0,No,Yes,49,Yes,Fiber optic,Month-to-month,116.89,Yes
CUST01603,Female,0,Yes,No,68,Yes,Fiber optic,Month-to-month,101.7,Yes
CUST01604,Male,0,No,No,28,Yes,DSL,Month-to-month,89.26,Yes
CUST01605,Female,0,No,No,66,Yes,No,One year,37.91,No
CUST01606,Male,0,No,Yes,1,Yes,Fiber optic,Two year,101.62,No
CUST01607,Female,1,Yes,No,24,No,Fiber optic,Month-to-month,94.48,Yes
CUST01608,Male,0,Yes,Yes,18,Yes,DSL,Month-to-month,119.19,No
CUST01609,Female,1,No,Yes,39,Yes,No,Month-to-month,31.57,Yes
CUST01610,Male,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,90.96,Yes
CUST01611,Male,0,No,No,64,Yes,DSL,Month-to-month,117.87,No
CUST01612,Female,0,No,Yes,61,Yes,Fiber optic,Two year,65.18,No
CUST01613,Female,0,No,No,53,Yes,Fiber optic,Two year,92.81,No
CUST01614,Male,0,Yes,Yes,44,Yes,Fiber optic,Two year,117.49,No
CUST01615,Female,0,Yes,No,48,Yes,Fiber optic,Two year,73.84,Yes
CUST01616,Male,0,No,No,68,Yes,Fiber optic,Two year,89.3,Yes
CUST01617,Male,1,Yes,No,37,Yes,Fiber optic,Two year,20.05,No
CUST01618,Male,0,Yes,Yes,3,Yes,No,One year,71.01,No
CUST01619,Female,0,Yes,No,16,Yes,No,Month-to-month,44.09,No
CUST01620,Male,0,Yes,No,52,Yes,Fiber optic,Month-to-month,31.39,Yes
CUST01621,Male,0,No,Yes,52,Yes,No,Month-to-month,90.28,Yes
CUST01622,Female,0,Yes,Yes,30,No,Fiber optic,Month-to-month,21.99,No
CUST01623,Female,0,No,No,21,Yes,DSL,Two year,110.3,No
CUST01624,Female,1,No,Yes,10,Yes,No,Month-to-month,70.81,No
CUST01625,Female,0,Yes,Yes,33,No,DSL,Month-to-month,84.12,No
CUST01626,Male,0,No,Yes,14,Yes,DSL,Month-to-month,43.85,Yes
CUST01627,Male,0,No,No,9,Yes,Fiber optic,Month-to-month,36.58,Yes
CUST01628,Male,1,Yes,Yes,52,Yes,Fiber optic,Month-to-month,42.86,Yes
CUST01629,Male,0,No,No,47,No,Fiber optic,Month-to-month,41.69,No
CUST01630,Female,0,No,Yes,30,Yes,Fiber optic,Month-to-month,106.18,Yes
CUST01631,Male,0,Yes,Yes,36,Yes,DSL,Month-to-month,98.31,Yes
CUST01632,Male,0,Yes,No,27,No,No,Month-to-month,104.98,No
CUST01633,Female,0,Yes,Yes,30,Yes,Fiber optic,Month-to-month,92.96,Yes
CUST01634,Male,0,Yes,Yes,69,Yes,No,One year,83.64,No
CUST01635,Male,0,Yes,Yes,13,Yes,DSL,Month-to-month,71.84,No
CUST01636,Male,0,No,Yes,15,Yes,Fiber optic,Month-to-month,45.08,Yes
CUST01637,Male,0,No,No,24,No,Fiber optic,One year,89.95,No
CUST01638,Male,0,Yes,No,38,Yes,Fiber optic,Month-to-month,31.93,Yes
CUST01639,Male,0,Yes,No,65,Yes,DSL,Month-to-month,70.13,Yes
CUST01640,Female,0,No,No,37,Yes,Fiber optic,Two year,37.92,No
CUST01641,Female,0,Yes,No,40,Yes,DSL,Month-to-month,69.49,Yes
CUST01642,Male,0,Yes,No,39,Yes,Fiber optic,Month-to-month,47.98,Yes
CUST01643,Male,0,No,No,63,Yes,No,Two year,23.45,No
CUST01644,Female,0,No,Yes,15,Yes,DSL,Two year,69.38,No
CUST01645,Male,1,No,No,58,Yes,Fiber optic,Month-to-month,36.55,Yes
CUST01646,Male,0,Yes,No,10,No,Fiber optic,Two year,34.44,No
CUST01647,Male,0,No,No,0,Yes,DSL,Two year,57.21,No
CUST01648,Female,0,Yes,Yes,12,Yes,DSL,Month-to-month,54.9,No
CUST01649,Male,0,No,No,29,No,DSL,One year,106.43,No
CUST01650,Female,0,Yes,No,68,Yes,DSL,Month-to-month,75.59,No
CUST01651,Male,0,Yes,No,17,No,DSL,Month-to-month,105.17,No
CUST01652,Female,0,Yes,Yes,12,Yes,DSL,One year,32.98,No
CUST01653,Female,0,No,No,31,Yes,DSL,Month-to-month,54.45,No
CUST01654,Male,0,No,Yes,70,Yes,Fiber optic,Two year,74.64,No
CUST01655,Female,0,No,Yes,71,Yes,Fiber optic,Two year,33.62,Yes
CUST01656,Male,0,Yes,Yes,49,Yes,Fiber optic,Two year,31.06,No
CUST01657,Female,0,No,Yes,70,Yes,Fiber optic,Month-to-month,85.46,Yes
CUST01658,Male,1,No,No,30,Yes,DSL,Month-to-month,84.69,No
CUST01659,Male,1,Yes,Yes,50,Yes,Fiber optic,Two year,41.88,No
CUST01660,Female,0,Yes,Yes,26,Yes,DSL,Month-to-month,41.17,Yes
CUST01661,Male,0,No,No,59,Yes,Fiber optic,Month-to-month,94.04,Yes
CUST01662,Male,0,No,Yes,32,Yes,No,Two year,29.93,No
CUST01663,Female,0,No,Yes,52,Yes,DSL,Month-to-month,112.17,Yes
CUST01664,Male,0,Yes,Yes,71,Yes,Fiber optic,Month-to-month,114.26,No
CUST01665,Male,0,No,Yes,32,Yes,Fiber optic,Month-to-month,106.84,Yes
CUST01666,Female,0,Yes,Yes,40,Yes,Fiber optic,Month-to-month,39.49,Yes
CUST01667,Female,0,Yes,Yes,18,Yes,DSL,Month-to-month,19.71,No
CUST01668,Male,0,No,No,40,Yes,DSL,Month-to-month,113.54,Yes
CUST01669,Male,0,No,No,41,Yes,Fiber optic,Month-to-month,53.09,No
CUST01670,Female,0,Yes,No,22,Yes,DSL,Two year,49.66,No
CUST01671,Female,0,Yes,No,32,Yes,Fiber optic,Month-to-month,44.69,Yes
CUST01672,Male,1,No,Yes,19,Yes,Fiber optic,One year,42.94,Yes
CUST01673,Female,0,No,Yes,24,Yes,No,Month-to-month,92.92,Yes
CUST01674,Male,0,No,Yes,51,Yes,DSL,One year,110.61,No
CUST01675,Male,1,Yes,No,11,Yes,DSL,Two year,98.18,Yes
CUST01676,Male,1,Yes,No,31,Yes,DSL,Month-to-month,86.76,Yes
CUST01677,Male,0,No,Yes,32,Yes,Fiber optic,One year,47.35,Yes
CUST01678,Male,0,Yes,Yes,67,Yes,Fiber optic,Month-to-month,73.79,Yes
CUST01679,Female,0,Yes,No,14,Yes,No,Month-to-month,42.17,No
CUST01680,Female,0,No,No,50,Yes,Fiber optic,Two year,29.37,No
CUST01681,Female,0,Yes,No,5,Yes,Fiber optic,Two year,30.27,Yes
CUST01682,Female,0,No,No,68,No,Fiber optic,Month-to-month,79.58,Yes
CUST01683,Male,0,No,Yes,68,Yes,DSL,Two year,21.92,No
